battery_id,cycle,operation_index,cycle_start_time,capacity_ah,rated_capacity_ah,soh_pct,ambient_temperature_c,sample_count,discharge_duration_s,feature_eligible,exclusion_reason,voltage_60s_v,voltage_120s_v,voltage_300s_v,voltage_600s_v,voltage_mean_v,voltage_slope_v_per_s,current_mean_a,current_std_a,temperature_mean_c,temperature_rise_c
B0005,159,580,2008-05-25T10:51:37.015,1.3030329186405918,2.0,65.1516459320296,24.0,299,2810.672,True,,3.8946159679221704,3.8359195201084626,3.7492264746695927,3.6289209818392427,3.7400183830426856,-0.0004554611477800815,-2.012769791628058,0.001363651262803249,27.316271761666663,5.3190220199863205
B0005,160,584,2008-05-25T15:37:08.890,1.3033573559038205,2.0,65.16786779519103,24.0,299,2811.485,True,,3.8949444576649803,3.8361473772109695,3.749331000991808,3.6285517539551435,3.73988539936325,-0.00045682755405434167,-2.01249589838305,0.0011095679760443856,27.379421354527032,5.3120602317524295
B0005,161,588,2008-05-25T20:23:04.453,1.3034100438655642,2.0,65.17050219327821,24.0,298,2802.422,True,,3.894432151699565,3.8358479814857325,3.7488548746963932,3.627860895872358,3.7394155742886843,-0.00045765133919446174,-2.012330175849915,0.0008811826137919042,27.42595643168184,5.324307634349818
B0005,162,592,2008-05-26T01:13:02.796,1.2978870806495706,2.0,64.89435403247853,24.0,298,2801.625,True,,3.8939984585677365,3.835111509278739,3.748213816809692,3.626693442474317,3.7386417529120743,-0.00045858015049139494,-2.012716759568099,0.0011011369250164976,27.471666703977867,5.31436114613442
B0005,163,596,2008-05-26T06:01:08.171,1.2980735056918902,2.0,64.90367528459451,24.0,298,2802.031,True,,3.8933242119455564,3.834267404761516,3.746904634497003,3.6254621808318443,3.7374960877779824,-0.0004599596299153574,-2.013058951599683,0.0011872021358322995,27.385900997541004,5.321409430339742
B0005,164,600,2008-05-26T10:44:38.468,1.293463613844243,2.0,64.67318069221216,24.0,297,2793.39,True,,3.8932587353299852,3.8340719264014456,3.746551085607998,3.624697130122879,3.736999505647815,-0.0004611245261994511,-2.0126582527525927,0.0010994637821791955,27.39233457472265,5.321607105156957
B0005,165,604,2008-05-26T15:30:43.968,1.288003392619118,2.0,64.4001696309559,24.0,297,2793.39,True,,3.8926398107617444,3.8330738350377884,3.745721070167053,3.6233647485736857,3.7360317416396573,-0.00046194792889937895,-2.012494891935448,0.0010147384688649938,27.452385140541857,5.317469240987794
B0005,166,608,2008-05-26T20:21:04.921,1.2874525221379407,2.0,64.37262610689703,24.0,297,2792.485,True,,3.8920255411357196,3.8328363863221964,3.745267905373316,3.62276705417273,3.7355538461634703,-0.00046274394298970525,-2.0128175125480734,0.0013645341989671463,27.48873527144115,5.319723110087292
B0005,167,612,2008-05-27T15:52:41.359,1.3090153642307354,2.0,65.45076821153677,24.0,298,2802.016,True,,3.8934920426339077,3.838129708515709,3.753685318923359,3.633398387356772,3.7434980662929584,-0.00045069169206787867,-2.0125105141697324,0.0012804820249047828,28.268558374284613,4.840445702941956
B0005,168,614,2008-05-27T20:45:42.125,1.3250793286429356,2.0,66.25396643214678,24.0,300,2820.39,True,,3.9105173251501277,3.854825278223739,3.7687713194031898,3.646289844454188,3.7585297265953033,-0.00045650925001535696,-2.0136626150518273,0.0010930736717929786,28.56943208226001,5.098203872903021
B0006,1,2,2008-04-02T15:25:41.593,2.035337591005598,2.0,101.7668795502799,24.0,197,3690.234,True,,3.940561308795037,3.900040685016283,3.8339463434708247,3.7609337827132197,3.8327634984986494,-0.00030212301614411887,-2.010726346743132,0.0011017193951396102,26.94288966990803,4.409016263356747
B0006,2,4,2008-04-02T19:43:48.406,2.0251402460314116,2.0,101.25701230157058,24.0,196,3672.344,True,,3.9446044214057303,3.9053375522228646,3.8396437094376292,3.7650855678838187,3.837946914008064,-0.000303635127124479,-2.010472458704979,0.0013038244951792755,27.224423429325437,4.29013795916045
B0006,3,6,2008-04-03T00:01:06.687,2.013326371345464,2.0,100.6663185672732,24.0,195,3651.641,True,,3.9477193445033874,3.908743856130078,3.8426549254809665,3.7675867572794206,3.8408966571987166,-0.0003057040827813077,-2.010693985263535,0.0007697150754586691,27.26050100994121,4.241432580886812
B0006,4,8,2008-04-03T04:16:37.375,2.0132846655407413,2.0,100.66423327703706,24.0,194,3631.563,True,,3.9490386707340406,3.910182975783569,3.8440181867038414,3.768220699022531,3.8420527854394253,-0.00030681342843957426,-2.0103728644818655,0.0010896069642680898,27.181893369441173,4.2231988906130375
B0006,5,10,2008-04-03T08:33:25.703,2.000528337624771,2.0,100.02641688123855,24.0,194,3629.172,True,,3.9488575248285733,3.9100153881311797,3.844196518703862,3.7682642548468417,3.8420913421177105,-0.00030703219980659553,-2.009966970087822,0.0011817654946929823,27.137116454574247,4.160518684755942
B0006,6,12,2008-04-03T12:55:10.687,2.0138990759931645,2.0,100.69495379965822,24.0,195,3652.281,True,,3.962730039330672,3.922896626643607,3.8556372729225927,3.7788944684399897,3.8536502296522452,-0.00031223424076491966,-2.0107660281519935,0.0012095796770276656,26.919920450160806,4.292279268222469
B0006,7,14,2008-04-03T17:17:16.015,2.013101105626967,2.0,100.65505528134835,24.0,195,3650.828,True,,3.9640686809713768,3.9246052670568465,3.8572307612238395,3.7805572501115674,3.855265183109639,-0.00031250494120785716,-2.010462756190808,0.0013660941179212164,26.997299693053296,4.288265923884335
B0006,8,16,2008-04-03T21:28:14.718,1.9687898262728398,2.0,98.439491313642,24.0,191,3572.453,True,,3.949118554533467,3.910330346952317,3.8444316141143573,3.767374686314886,3.842099638455948,-0.00030867906519887843,-2.0100371415339224,0.0017005469324525419,27.170883003383945,4.199791775492656
B0006,9,18,2008-04-04T01:38:15.218,1.9681661764334244,2.0,98.40830882167123,24.0,190,3550.594,True,,3.948583798628688,3.90971063310191,3.8433468958771835,3.76653124278219,3.841270635693924,-0.00030916320771746047,-2.0102071575453975,0.0013654130650131199,27.09972133318163,4.224073015148143
B0006,10,20,2008-04-04T05:48:08.609,1.9572307917560536,2.0,97.86153958780268,24.0,190,3551.25,True,,3.948834791274481,3.9099436653966415,3.8434667627717585,3.7665505893855262,3.8414074582272035,-0.0003096567107740846,-2.010495334780015,0.0010856922263771816,27.050567024976445,4.215396226333155
B0006,11,22,2008-04-04T09:57:19.765,1.9455991514129352,2.0,97.27995757064676,24.0,189,3530.25,True,,3.9492325767687766,3.9100825968623245,3.843265559931404,3.7661855340692303,3.841217749968096,-0.0003109345226416609,-2.0101287231624356,0.0010943713809603336,26.940469850315267,4.209018817969557
B0006,12,25,2008-04-04T17:56:27.609,1.9347505044841131,2.0,96.73752522420565,24.0,187,3491.016,True,,3.9498273762890057,3.9107995626760697,3.844008452263828,3.7665056950282,3.8417814664654606,-0.0003119803513203628,-2.0102700053277633,0.0010410279186594152,27.202986399922835,4.199155602051306
B0006,13,27,2008-04-04T22:01:54.671,1.9232799539368028,2.0,96.16399769684014,24.0,186,3470.281,True,,3.948804601689554,3.910034876643904,3.8433565093999813,3.7653016589807176,3.8411082286168488,-0.0003117265190776675,-2.009975416108509,0.0011666456215743458,27.290124820178228,4.130463552986775
B0006,14,29,2008-04-05T02:20:26.703,1.911889930948487,2.0,95.59449654742434,24.0,186,3470.0,True,,3.9495803500941262,3.910501327251808,3.8435814669094452,3.7658064612394107,3.841443805321531,-0.00031231058967634567,-2.0098434617946865,0.000980903240944249,27.121379917908904,4.162438421151009
B0006,15,31,2008-04-05T06:25:01.890,1.9010667141979305,2.0,95.05333570989653,24.0,185,3450.297,True,,3.9481269212489685,3.908787899392224,3.841340491151968,3.7630622964991725,3.8391959050445394,-0.0003140627699497728,-2.0104493483995283,0.0011291152170729828,26.980199803882044,4.199618899601784
B0006,16,33,2008-04-05T10:30:32.312,1.8891989948061458,2.0,94.4599497403073,24.0,184,3429.407,True,,3.9456005628595263,3.9058230549902615,3.8381898270818455,3.759470944083258,3.836043061733487,-0.0003152655205907016,-2.0106129396443126,0.0010042737862508136,26.835801633934256,4.234918446241789
B0006,17,35,2008-04-05T14:34:41.468,1.878278372248849,2.0,93.91391861244244,24.0,183,3409.484,True,,3.947212670306257,3.9073157072418474,3.839448128873534,3.7604994507720364,3.8372568198905346,-0.0003168022339785297,-2.0105102995495447,0.0011976754186093783,26.894252883266955,4.24096837307053
B0006,18,37,2008-04-05T18:39:25.218,1.8675697161520206,2.0,93.37848580760102,24.0,182,3390.422,True,,3.945620442852549,3.9056205485931033,3.837488670508569,3.7581254208210457,3.835292377113767,-0.0003175870840395473,-2.0105368558114165,0.0010286840677017131,26.925559051130936,4.238918868629696
B0006,19,39,2008-04-05T22:46:35.484,1.8675892574453767,2.0,93.37946287226883,24.0,182,3390.281,True,,3.9465152501714447,3.906508184796569,3.83807943180323,3.7586440136161325,3.8359404992133035,-0.0003183364190790812,-2.0103312941027647,0.0008810739622337983,26.990795947066182,4.2023560613928765
B0006,20,42,2008-04-18T21:10:19.796,1.979626548250818,2.0,98.98132741254089,24.0,192,3591.734,True,,3.9480765757893934,3.9104029408755285,3.845984227068209,3.770539702382687,3.84378735073368,-0.00030184990026831235,-2.0099983675218,0.0011717958308269777,26.916356518968577,3.9694379412171195
B0006,21,46,2008-04-19T02:29:09.000,1.9575499080884022,2.0,97.87749540442012,24.0,190,3552.297,True,,3.9498241253541027,3.91206676276922,3.8473283440977997,3.7712162590481757,3.845120300353956,-0.00030365014557690896,-2.009997272235169,0.0010120242668823951,27.28712394952956,3.9416684304250786
B0006,22,50,2008-04-19T07:47:15.703,1.9458150170787551,2.0,97.29075085393775,24.0,189,3531.578,True,,3.9500555514359568,3.9120409303237396,3.8465408433599766,3.774135118406546,3.844527169491278,-0.00030480594392326893,-2.0098967582418736,0.0011363600452963982,26.960413484379306,3.8518588579560777
B0006,23,54,2008-04-19T13:01:42.562,1.9242461121680094,2.0,96.21230560840047,24.0,187,3492.907,True,,3.948183304536975,3.9094835041078473,3.8436004471700356,3.7661131197254374,3.841395808298374,-0.00030833061167034247,-2.0104138097762427,0.001059175055821478,26.637872326668013,3.974207366333367
B0006,24,58,2008-04-19T18:27:29.828,1.9459811331421641,2.0,97.29905665710821,24.0,188,3511.594,True,,3.9606704654177145,3.921036723056665,3.8538168330332794,3.7759307469174166,3.8516960895295007,-0.00031326013486941375,-2.009742836322902,0.0009871005193152968,26.44744297884696,4.018701578109997
B0006,25,62,2008-04-19T23:41:55.687,1.901407930553079,2.0,95.07039652765395,24.0,184,3431.9370000000054,True,,3.946451197834415,3.9072855520605425,3.840801523842235,3.7624187853528572,3.838547918029645,-0.00031117733663324894,-2.0094961382193137,0.0010523815038748646,26.45787430855125,4.028416368293321
B0006,26,66,2008-04-20T04:54:41.734,1.878674213680085,2.0,93.93371068400424,24.0,184,3431.125,True,,3.9420346807635354,3.902642001913171,3.8359013483946116,3.7574959786211797,3.8336971424214354,-0.000311994084730384,-2.0099272398773884,0.0010367586501104,26.362455278654412,4.034075039165508
B0006,27,70,2008-04-20T10:16:28.859,1.8683061328264219,2.0,93.4153066413211,24.0,183,3412.406,True,,3.9435685723745904,3.9037526839492043,3.8366728483610304,3.757758570167835,3.8344796710672266,-0.0003136126896917802,-2.009791669281555,0.0014148335676735482,26.288848473211605,4.059856486489533
B0006,28,74,2008-04-20T15:37:05.281,1.8560244070082998,2.0,92.801220350415,24.0,183,3410.688,True,,3.942316099375099,3.9023313772908423,3.8348472446813084,3.7555972847527217,3.832763364577517,-0.0003146914037730746,-2.009883720180529,0.0009878982639507264,26.251462876871962,4.07739787768989
B0006,29,78,2008-04-20T20:50:38.921,1.8451997961855777,2.0,92.25998980927889,24.0,183,3410.718,True,,3.938853392382721,3.8985600078663425,3.8311469698092044,3.751145286459666,3.828810860199527,-0.0003160442924683962,-2.0103046259704347,0.0010267820329071737,26.276660928249083,4.083831180193236
B0006,30,82,2008-04-21T02:15:02.921,1.857228890885317,2.0,92.86144454426585,24.0,182,3392.719,True,,3.953244470570072,3.91200756027216,3.843043318424181,3.7629216722286634,3.841066203795978,-0.0003208045983870916,-2.0098737771245037,0.0011277364814761992,26.241612890598137,4.1142851290100815
B0006,31,86,2008-04-22T15:33:49.875,1.9247760889090635,2.0,96.23880444545317,24.0,371,3470.672,True,,3.9457090465334934,3.9087671808952935,3.84322508692717,3.7681745555765414,3.8412019594666384,-0.0003045683974310546,-2.010819525068644,0.0009821051769236659,26.35043469978569,4.1308984727053755
B0006,32,90,2008-04-22T20:26:18.921,1.8822317526092551,2.0,94.11158763046275,24.0,365,3414.109,True,,3.9462188622770373,3.909253510926627,3.842835070927248,3.7649047237991846,3.8404187560802323,-0.00031207242397016165,-2.010448655904085,0.0011513913049243174,26.74857056717136,4.050631912952646
B0006,33,94,2008-04-23T01:18:11.796,1.855276687885587,2.0,92.76383439427936,24.0,363,3395.219,True,,3.943941344732179,3.9062700369667005,3.839278231717579,3.76036647004558,3.836663983951755,-0.0003151187746234063,-2.010241873585461,0.0010853279427066585,26.530882153685784,3.9725375258440856
B0006,34,98,2008-04-23T06:18:19.921,1.8392508917181876,2.0,91.96254458590938,24.0,362,3386.0,True,,3.9421530891784027,3.903755167706017,3.8360169907221517,3.7565563074363113,3.833502884932124,-0.000317912931490048,-2.0104464437873797,0.0010021360544000938,26.13894490854252,4.175049085026092
B0006,35,102,2008-04-23T11:08:00.312,1.8185396073994429,2.0,90.92698036997214,24.0,360,3368.187,True,,3.937640359487087,3.8990348887670225,3.831332856649192,3.7506798030827206,3.8285710507717243,-0.0003197302213937759,-2.0097340721499575,0.0012340146533026302,26.14550367554514,3.9928703003318304
B0006,36,106,2008-04-23T16:06:25.171,1.8134770059567056,2.0,90.67385029783527,24.0,360,3368.266,True,,3.94043668088727,3.9018291528403592,3.8338502418912235,3.752841849007117,3.8311017914520336,-0.000320984993756207,-2.010240081307412,0.0011652375459709208,26.591407496697638,4.192440116726846
B0006,37,110,2008-04-23T21:02:58.296,1.7971018450305436,2.0,89.85509225152718,24.0,359,3358.719,True,,3.937617755562033,3.898621594855199,3.830019216863469,3.748540261228101,3.827340966700372,-0.000323403912746261,-2.010138925213243,0.001450125280327064,26.33593777397134,4.210379150151937
B0006,38,114,2008-04-24T01:51:33.890,1.7810046294120476,2.0,89.05023147060238,24.0,357,3339.5,True,,3.9339245950817503,3.8942643623811826,3.8255974086224107,3.743270830799908,3.8227443663660723,-0.00032542645631603533,-2.0095275876609837,0.0011593092380733304,26.183117769009517,4.170421195360703
B0006,39,118,2008-04-24T06:50:00.031,1.7710130422682329,2.0,88.55065211341164,24.0,356,3331.265,True,,3.9330486690726403,3.8928316039576614,3.8236400958889543,3.7406723022460775,3.820756004201346,-0.00032749841895722304,-2.009920182783477,0.0009075499451912501,25.952278068549656,4.283232118865328
B0006,40,122,2008-04-24T11:49:24.281,1.7604712448170943,2.0,88.02356224085472,24.0,355,3321.188,True,,3.932413019022533,3.892098774274773,3.822755686274077,3.739365167934737,3.819845346017872,-0.0003288572025950856,-2.0100331932538134,0.0013248785647883604,26.142220728373662,4.3237590481211186
B0006,41,126,2008-04-24T16:45:56.015,1.7502913788006587,2.0,87.51456894003293,24.0,355,3321.844,True,,3.9328372466815296,3.8927468747349665,3.823451442930164,3.7389711470037854,3.8202189841402676,-0.0003304050717957677,-2.0104503963796305,0.0011673436204106139,26.726288616135083,4.2687566599362725
B0006,42,130,2008-04-24T21:38:11.078,1.7394925037732578,2.0,86.97462518866288,24.0,354,3311.828,True,,3.931769997833495,3.8912852659252595,3.8217777412936957,3.736723720674728,3.818533263784912,-0.0003324717961511295,-2.0104447800685175,0.0009045700435090575,26.939017502011822,4.274743770588856
B0006,43,134,2008-04-25T12:03:44.093,1.7546766553637203,2.0,87.73383276818602,24.0,179,3327.391,True,,3.929611645570279,3.885951295160878,3.8164442557415508,3.729644799668434,3.813419446499778,-0.00033177950784688134,-2.0106486079857944,0.001211347997587064,26.631704903014025,4.333313058275934
B0006,44,136,2008-04-25T20:03:55.921,1.7659390941842175,2.0,88.29695470921088,24.0,354,3312.078,True,,3.937369119611729,3.896537503103196,3.8264399674882608,3.7418431579934164,3.8235746954021947,-0.0003320142377637078,-2.0100602483336774,0.001132731901764672,26.56236067831696,4.401053538730839
B0006,45,140,2008-04-26T01:04:35.718,1.7337887419624838,2.0,86.68943709812419,24.0,352,3293.172,True,,3.928068097626361,3.8864416810758633,3.8166811414203425,3.730201807762627,3.8132796179755712,-0.0003349191429044699,-2.0095754780021395,0.0012184960370247955,26.14681689437918,4.451080439382427
B0006,46,144,2008-04-26T05:57:35.140,1.713325912040734,2.0,85.6662956020367,24.0,350,3275.328,True,,3.9244608081418413,3.8820970638236276,3.811984600551793,3.7247842122985064,3.8084893532580972,-0.0003380561861630806,-2.010216297098264,0.001048204348156629,26.10918539976409,4.395578743101435
B0006,47,148,2008-04-26T10:58:25.843,1.7024077813673466,2.0,85.12038906836733,24.0,349,3265.016,True,,3.9236679159063717,3.8808522015180027,3.8104692520462304,3.722170397425854,3.806796039637691,-0.00034074936047661384,-2.010225351925216,0.001337406243717681,26.09064152966762,4.47123950242241
B0006,48,150,2008-04-29T12:15:56.953,1.82371946178183,2.0,91.1859730890915,24.0,356,3328.937,True,,3.932767570689928,3.896181393432948,3.831691669107985,3.747489523251875,3.8278533954850413,-0.00031512791586489153,-2.0098071568658677,0.001026514316781426,29.29182028018216,4.098134749711605
B0006,49,154,2008-04-29T17:05:27.781,1.8081284050314708,2.0,90.40642025157354,24.0,356,3329.266,True,,3.94271554066008,3.9045168901280154,3.8365112500898824,3.751689845158446,3.833352254457831,-0.00032517713976128263,-2.0104901949622986,0.0010191612609253783,28.285627357850107,4.227347688213673
B0006,50,158,2008-04-29T22:00:04.750,1.7757610945034283,2.0,88.78805472517142,24.0,353,3301.579,True,,3.9373587843956135,3.897785613198795,3.8290560544483117,3.741849590378688,3.825641115128754,-0.00033109229444805557,-2.009617517449323,0.0011385642194540553,27.559374618161115,4.346723770043479
B0006,51,162,2008-04-30T02:43:55.312,1.7447409841836798,2.0,87.237049209184,24.0,351,3283.563,True,,3.929650587419787,3.889220347872836,3.8201782523275947,3.730831436270676,3.8161309802381793,-0.00033670618300468724,-2.0097477889352664,0.0012093273508057317,27.164267076096184,4.435667068959262
B0006,52,166,2008-04-30T07:41:42.578,1.729207034132373,2.0,86.46035170661865,24.0,350,3275.125,True,,3.9297614455855987,3.8884192742926063,3.818539276860798,3.7283292107782695,3.8144405677455864,-0.0003398592607789661,-2.0099838490503252,0.0010676444126336562,26.855324090810072,4.467481322635457
B0006,53,170,2008-04-30T12:28:49.265,1.7081086552553244,2.0,85.40543276276622,24.0,349,3265.656,True,,3.9251784505873695,3.8834851813240627,3.813532267490357,3.7217841811357233,3.808965131361627,-0.0003438561166385079,-2.0101843671762443,0.0010473252735035863,26.892661166006388,4.449531466401584
B0006,54,174,2008-04-30T17:20:16.140,1.6975954237461768,2.0,84.87977118730883,24.0,349,3266.093,True,,3.925078188751054,3.883124183216463,3.8126570922737097,3.7205126694057884,3.8083116679599835,-0.00034618856788051875,-2.01040675544904,0.0011494832211264377,27.22130544069557,4.491509239010476
B0006,55,178,2008-04-30T22:14:54.062,1.6820634524029463,2.0,84.10317262014732,24.0,348,3257.594,True,,3.9225279864290847,3.8798861279095243,3.8089560274035756,3.7156997519564485,3.804456146107047,-0.00034954456964009554,-2.010185183627962,0.0008829203235677811,27.037135001596805,4.4820460664364
B0006,56,182,2008-05-01T03:15:33.140,1.6714768322295086,2.0,83.57384161147543,24.0,347,3248.593,True,,3.9208644465317604,3.8776410491697333,3.8064883381029557,3.7121547909140977,3.80164080872937,-0.00035236564087108693,-2.0099392208264875,0.0014553157732803575,26.923059611371308,4.500149164697088
B0006,57,186,2008-05-01T08:16:03.343,1.6607591387047655,2.0,83.03795693523827,24.0,346,3238.766,True,,3.9180506350588726,3.874261677490515,3.80290230553087,3.7044866101107816,3.797717522573866,-0.0003560169441019501,-2.0100721375791353,0.0013175636796493987,26.807049398624354,4.5528813426856125
B0006,58,190,2008-05-01T13:14:24.875,1.651121015038069,2.0,82.55605075190346,24.0,346,3240.14,True,,3.9161248924950516,3.8719689727047477,3.800400179862267,3.7040748101272074,3.7950320791908525,-0.0003581943291052251,-2.010461765428237,0.001207046039987518,26.93911071381156,4.523486554816596
B0006,59,194,2008-05-01T18:11:10.984,1.6401349256190927,2.0,82.00674628095463,24.0,345,3230.109,True,,3.91674863743951,3.872267463389035,3.800441559288995,3.7034279218987343,3.794955499675087,-0.000360794706979014,-2.010380850652931,0.001103918104808642,27.411370455349957,4.444684967517965
B0006,60,198,2008-05-01T23:10:15.265,1.6291999416165441,2.0,81.45999708082721,24.0,345,3229.7810000000027,True,,3.9137667290892533,3.8687249825579704,3.7967534750606307,3.6987430503329217,3.7909528287255676,-0.00036331976783068415,-2.0100064324755387,0.0010193129961698069,27.25301764874861,4.515828481068613
B0006,61,202,2008-05-02T03:53:34.765,1.6088496302961666,2.0,80.44248151480832,24.0,343,3212.469,True,,3.908026633682942,3.862662215026695,3.790831142533308,3.6910553638913797,3.784196204733647,-0.00036747237210366844,-2.0100857684119053,0.001079485243734825,27.142140003559167,4.501627837257843
B0006,62,206,2008-05-02T08:44:40.859,1.6035244898969248,2.0,80.17622449484624,24.0,343,3213.219,True,,3.9062513104632637,3.86015162781373,3.7875477598987017,3.6873834673047847,3.781257719912055,-0.00037026240019701436,-2.0099025296466273,0.0011598780329346776,26.95682756264194,4.446480268733328
B0006,63,210,2008-05-02T13:43:05.093,1.5989712144027983,2.0,79.94856072013991,24.0,342,3203.578,True,,3.9063712275019347,3.8600772489771593,3.787103808207358,3.6862887207869353,3.780614304128453,-0.0003723503080899505,-2.010680096079169,0.001011997096718335,27.138730127127772,4.565626510097815
B0006,64,214,2008-05-02T19:07:48.359,1.5876273123575604,2.0,79.38136561787802,24.0,341,3195.125,True,,3.904666648074992,3.858210165814983,3.7852785256394035,3.6829911509891513,3.7784056333627687,-0.00037568181327067395,-2.0097113801679263,0.000967026072866466,27.302356626623556,4.252347590455045
B0006,65,216,2008-05-02T23:24:17.687,1.5829719744686166,2.0,79.14859872343084,24.0,341,3195.3129999999946,True,,3.908787833705531,3.861172078982697,3.7866584443370845,3.684220651725786,3.7801266845972763,-0.00037959980119288926,-2.010395101862821,0.0008945379036958121,27.300080398829323,4.38522643333879
B0006,66,220,2008-05-03T04:13:08.609,1.567137636713563,2.0,78.35688183567815,24.0,340,3186.297,True,,3.898434012326741,3.850762657869316,3.777285730837303,3.6738109087144806,3.770108142025629,-0.0003809141167917101,-2.0101703629762513,0.00113149203121976,27.152317933025703,4.36369673937341
B0006,67,224,2008-05-03T09:10:19.812,1.5613446139713882,2.0,78.06723069856942,24.0,339,3176.438,True,,3.8976450199643358,3.849304823949182,3.7754928999961077,3.6714728382009794,3.768173228585969,-0.0003832709936284669,-2.0100447435198454,0.001389789616087372,27.017489004868416,4.400401298661034
B0006,68,228,2008-05-03T14:04:34.187,1.5511711892790419,2.0,77.5585594639521,24.0,338,3167.593,True,,3.894927264166021,3.8461340901616503,3.77233509476936,3.6672884478576657,3.7646487067442145,-0.0003858098774113848,-2.0100258049485493,0.001196186561829979,27.02256917898242,4.4034547162039175
B0006,69,232,2008-05-03T18:58:13.468,1.5406741606295171,2.0,77.03370803147585,24.0,338,3167.719,True,,3.8933992397765547,3.844316092643066,3.7701337752987425,3.664395324978442,3.7623347896531434,-0.0003884646234568977,-2.010164714833102,0.001277665696327281,27.101254645848247,4.405760306169256
B0006,70,236,2008-05-03T23:42:30.093,1.5253138744624433,2.0,76.26569372312217,24.0,337,3159.077999999994,True,,3.8871367023231946,3.8376273280035926,3.7636145781181973,3.657371041087781,3.7554245450799164,-0.0003912080271908166,-2.0103219689481016,0.001177262136421482,27.14354774493922,4.338731013842651
B0006,71,240,2008-05-04T04:41:40.000,1.5301570318067428,2.0,76.50785159033714,24.0,336,3148.829,True,,3.890422698115732,3.84045420299284,3.7656343669380483,3.658589107990514,3.7576222231013587,-0.00039306729493685373,-2.0101743542497537,0.0011402006019478326,27.111316185373038,4.449099939614072
B0006,72,244,2008-05-04T09:40:11.906,1.5246566834474087,2.0,76.23283417237043,24.0,336,3149.094,True,,3.888826825139113,3.8384468876714615,3.763335269706883,3.655786102393477,3.7552719542898094,-0.0003955298475621909,-2.0102597817423704,0.0012580623440717417,27.101301740130737,4.44198700281202
B0006,73,248,2008-05-04T14:38:13.359,1.5145492986655427,2.0,75.72746493327713,24.0,335,3140.547,True,,3.886376803592335,3.835539609890626,3.760435282367656,3.6521922269976694,3.751993522250372,-0.0003978179601465668,-2.0100540615634275,0.0012501108695404722,27.108967924798662,4.458631487155632
B0006,74,252,2008-05-04T19:37:07.890,1.509391504602082,2.0,75.4695752301041,24.0,334,3131.625,True,,3.88490612195342,3.8335411672455346,3.7582304199331826,3.6491256117932522,3.749635691880023,-0.0004000298871042438,-2.009919717747074,0.0012625528432879721,27.108264424962016,4.468353921224711
B0006,75,256,2008-05-05T00:35:53.968,1.5039974333050705,2.0,75.19987166525353,24.0,333,3121.907,True,,3.8827139460452242,3.8312326262649483,3.755189586526187,3.6458585985455327,3.7468024216454134,-0.0004022638066461524,-2.010508304014274,0.0012146158541550636,27.064348925584245,4.478241538772515
B0006,76,260,2008-05-05T05:28:13.937,1.4935201918040188,2.0,74.67600959020095,24.0,333,3122.125,True,,3.8797492082722056,3.8277552259290957,3.7517072817219606,3.641811487692423,3.74298132143524,-0.00040477909215320073,-2.010177763963591,0.0011171986726281249,27.017361624369165,4.475770852869381
B0006,77,264,2008-05-05T11:41:31.500,1.4876323024497422,2.0,74.3816151224871,24.0,333,3121.672,True,,3.878085112006991,3.8255531856969784,3.7497874462032827,3.6389612454649227,3.740624008888299,-0.00040634461329812577,-2.009900525793493,0.0014709599948148407,27.068294913830318,4.4916399800906035
B0006,78,266,2008-05-05T20:40:08.562,1.5302876214401704,2.0,76.51438107200852,24.0,333,3120.86,True,,3.895167570811337,3.8443116007608213,3.76771504235357,3.658902074817859,3.7598607346105983,-0.00040061125305884123,-2.010211845174641,0.0012769907054241678,27.629073636508828,4.601473809995408
B0006,79,270,2008-05-06T01:38:46.265,1.5040760088360112,2.0,75.20380044180057,24.0,331,3103.828,True,,3.8807390303624416,3.828940249344514,3.7531843321173817,3.6431820824540826,3.744374913543212,-0.00040424009778625895,-2.0102417740722163,0.0010997693953830857,27.038205014168913,4.596658842142308
B0006,80,274,2008-05-06T06:37:06.296,1.4887593608730894,2.0,74.43796804365446,24.0,330,3095.094,True,,3.8763241426270634,3.8231561802299696,3.74690685202695,3.6361225972442477,3.7379328393298357,-0.0004079494482143689,-2.0102318662739806,0.0010926539440067652,26.69948127121981,4.695376105774901
B0006,81,278,2008-05-06T11:25:21.031,1.4782779285546637,2.0,73.91389642773318,24.0,330,3095.781,True,,3.872512504606543,3.8190163005915845,3.7427892035680324,3.631242444244744,3.733291347025042,-0.00041090398586629697,-2.009816646517355,0.001031135565987792,26.807605255843082,4.67074172593302
B0006,82,282,2008-05-06T16:23:36.296,1.478459982215684,2.0,73.9229991107842,24.0,330,3094.328,True,,3.875242301204099,3.8219583519802285,3.7447477086678234,3.632603617709085,3.735600251830469,-0.0004131332751822619,-2.011033749042867,0.0012219493858333633,27.27661451056814,4.712537768631481
B0006,83,286,2008-05-06T21:21:49.265,1.473214844899973,2.0,73.66074224499864,24.0,329,3086.531,True,,3.87594842312753,3.822725103784031,3.745490847056931,3.6323594998860465,3.735988517457362,-0.0004155390134909394,-2.010538346691908,0.0009733956498095728,27.600606760188224,4.658464810694536
