battery_id,cycle,predicted_rul_cycles,status,slope_ah_per_cycle,right_censored,observed_crossing_lower_exclusive,observed_crossing_upper_inclusive,absolute_distance_to_interval_cycles,prediction_in_interval
Cell5,4400,1147.2896435753337,estimated,-1.7799806351905183e-05,False,4800,5000,547.2896435753337,False
Cell5,4500,983.1975168379468,estimated,-1.848899859310285e-05,False,4800,5000,483.19751683794675,False
Cell5,4600,871.2282287818944,estimated,-1.8926057493604276e-05,False,4800,5000,471.22822878189436,False
Cell5,4800,738.3766794557305,estimated,-1.7816970340418808e-05,False,4800,5000,,
Cell5,5000,0.0,already_at_threshold,,False,4800,5000,,
Cell6,0,,insufficient_history,,False,4500,4600,,
Cell6,100,,insufficient_history,,False,4500,4600,,
Cell6,200,,insufficient_history,,False,4500,4600,,
Cell6,300,,insufficient_history,,False,4500,4600,,
Cell6,400,2375.0402674658962,estimated,-5.016549697077467e-05,False,4500,4600,1724.9597325341038,False
Cell6,500,2748.2558886745915,estimated,-4.2117997558617365e-05,False,4500,4600,1251.7441113254085,False
Cell6,600,2769.4326674963713,estimated,-4.0441294896491207e-05,False,4500,4600,1130.5673325036287,False
Cell6,700,3102.1767852720673,estimated,-3.5326395810506204e-05,False,4500,4600,697.8232147279327,False
Cell6,800,3484.557434545405,estimated,-3.068611675377826e-05,False,4500,4600,215.44256545459484,False
Cell6,900,3599.0442434498527,estimated,-2.8937585227071825e-05,False,4500,4600,0.9557565501472709,False
Cell6,1000,3406.1765803825365,estimated,-2.9655354869690623e-05,False,4500,4600,93.82341961746351,False
Cell6,1100,3050.947670214512,estimated,-3.2007248738694945e-05,False,4500,4600,349.0523297854879,False
Cell6,1200,3147.9098866763215,estimated,-3.012745994161614e-05,False,4500,4600,152.09011332367845,False
Cell6,1300,3013.9830065024435,estimated,-3.0447233467423527e-05,False,4500,4600,186.01699349755654,False
Cell6,1400,2969.7453524311313,estimated,-2.991585149540839e-05,False,4500,4600,130.25464756886868,False
Cell6,1600,2681.6174138622155,estimated,-3.0774718326578145e-05,False,4500,4600,218.38258613778453,False
Cell6,1800,2584.9067821367125,estimated,-2.9750783428166993e-05,False,4500,4600,115.09321786328746,False
Cell6,1900,2508.8823593108964,estimated,-2.9494894158865144e-05,False,4500,4600,91.11764068910361,False
Cell6,2000,2375.058492717587,estimated,-2.9833685953442587e-05,False,4500,4600,124.94150728241311,False
Cell6,2100,2330.6558756479653,estimated,-2.9189332185802328e-05,False,4500,4600,69.34412435203467,False
Cell6,2200,2044.6980045161727,estimated,-3.15619006518352e-05,False,4500,4600,255.30199548382734,False
Cell6,2300,2106.9164939130287,estimated,-2.942980223326305e-05,False,4500,4600,93.08350608697128,False
Cell6,2400,1949.5237804846001,estimated,-3.0129690671783528e-05,False,4500,4600,150.47621951539986,False
Cell6,2500,1918.1545622946223,estimated,-2.923863506106258e-05,False,4500,4600,81.84543770537766,False
Cell6,2600,1753.2979977126897,estimated,-3.0093540531514986e-05,False,4500,4600,146.70200228731028,False
Cell6,2700,1817.384169179586,estimated,-2.7861900197489487e-05,False,4500,4600,0.0,True
Cell6,2800,2128.765239661133,estimated,-2.3013342324245358e-05,False,4500,4600,328.7652396611329,False
Cell6,2900,1814.0781951805966,estimated,-2.5309232631974656e-05,False,4500,4600,114.0781951805966,False
Cell6,3000,2049.979701433471,estimated,-2.16046726979102e-05,False,4500,4600,449.97970143347084,False
Cell6,3100,1761.237238893168,estimated,-2.3733580485931998e-05,False,4500,4600,261.23723889316807,False
Cell6,3200,1512.3377314774734,estimated,-2.5624575316338617e-05,False,4500,4600,112.33773147747343,False
Cell6,3300,1611.8312078624776,estimated,-2.286480167150926e-05,False,4500,4600,311.83120786247764,False
Cell6,3500,1149.5077094558828,estimated,-2.697279666803019e-05,False,4500,4600,49.50770945588283,False
Cell6,3600,1263.1922157031668,estimated,-2.345509479168742e-05,False,4500,4600,263.19221570316677,False
Cell6,3700,1357.5324251570064,estimated,-2.0652951823542677e-05,False,4500,4600,457.5324251570064,False
Cell6,3800,1045.5035932419687,estimated,-2.3859533445036146e-05,False,4500,4600,245.5035932419687,False
Cell6,3900,1162.8508821419982,estimated,-2.0231440779690393e-05,False,4500,4600,462.8508821419982,False
Cell6,4000,952.4801807836475,estimated,-2.2287978131771097e-05,False,4500,4600,352.4801807836475,False
Cell6,4100,759.651702216076,estimated,-2.4088754682915207e-05,False,4500,4600,259.65170221607605,False
Cell6,4200,810.7847491970397,estimated,-2.0632651043914158e-05,False,4500,4600,410.7847491970397,False
Cell6,4300,680.9715904921359,estimated,-2.167646513296479e-05,False,4500,4600,380.9715904921359,False
Cell6,4400,741.90836923813,estimated,-1.8070783342359774e-05,False,4500,4600,541.90836923813,False
Cell6,4500,548.4481049865117,estimated,-1.9549837390103255e-05,False,4500,4600,,
Cell6,4600,0.0,already_at_threshold,,False,4500,4600,,
Cell6,4800,0.0,already_at_threshold,,False,4500,4600,,
Cell6,5000,0.0,already_at_threshold,,False,4500,4600,,
Cell7,0,,insufficient_history,,False,7300,7400,,
Cell7,100,,insufficient_history,,False,7300,7400,,
Cell7,200,,insufficient_history,,False,7300,7400,,
Cell7,300,,insufficient_history,,False,7300,7400,,
Cell7,400,2715.966019137488,estimated,-4.3183850518229734e-05,False,7300,7400,4184.033980862512,False
Cell7,500,3681.8167053212283,estimated,-3.134983830033017e-05,False,7300,7400,3118.1832946787717,False
Cell7,600,3952.740434052632,estimated,-2.8570420820786952e-05,False,7300,7400,2747.259565947368,False
Cell7,700,4830.163203166657,estimated,-2.31412655211044e-05,False,7300,7400,1769.8367968333432,False
Cell7,800,5838.046000990646,estimated,-1.888925156541672e-05,False,7300,7400,661.9539990093544,False
Cell7,900,6058.826546889598,estimated,-1.7895587103299032e-05,False,7300,7400,341.1734531104021,False
Cell7,1000,5576.281107417114,estimated,-1.9058886146595524e-05,False,7300,7400,723.7188925828859,False
Cell7,1100,4660.678948562377,estimated,-2.2272795188042725e-05,False,7300,7400,1539.3210514376233,False
Cell7,1200,4961.689041349057,estimated,-2.0547537396335048e-05,False,7300,7400,1138.3109586509427,False
Cell7,1300,4992.7281916253605,estimated,-2.0035534396887545e-05,False,7300,7400,1007.2718083746395,False
Cell7,1400,5069.815695167033,estimated,-1.9369178714532007e-05,False,7300,7400,830.1843048329674,False
Cell7,1600,4987.686635095656,estimated,-1.8937979269617045e-05,False,7300,7400,712.3133649043439,False
Cell7,1800,4717.245316324451,estimated,-1.919203463702833e-05,False,7300,7400,782.7546836755491,False
Cell7,1900,4467.582545977061,estimated,-1.9777670353999077e-05,False,7300,7400,932.4174540229387,False
Cell7,2000,4214.174244442909,estimated,-2.044429017896758e-05,False,7300,7400,1085.8257555570908,False
Cell7,2100,4121.90208978048,estimated,-2.0430500297409707e-05,False,7300,7400,1078.0979102195197,False
Cell7,2200,3952.7087116088596,estimated,-2.075812187265735e-05,False,7300,7400,1147.2912883911404,False
Cell7,2300,4127.495623660979,estimated,-1.945801129834713e-05,False,7300,7400,872.5043763390213,False
Cell7,2400,3836.5058988300116,estimated,-2.0347789306494862e-05,False,7300,7400,1063.4941011699884,False
Cell7,2500,3732.862139054433,estimated,-2.039167316874532e-05,False,7300,7400,1067.137860945567,False
Cell7,2600,3406.0412244419986,estimated,-2.1616133985494565e-05,False,7300,7400,1293.9587755580014,False
Cell7,2700,3304.3680154604253,estimated,-2.1672522971378024e-05,False,7300,7400,1295.6319845395747,False
Cell7,2800,3502.4540714154236,estimated,-1.9949151184203718e-05,False,7300,7400,997.5459285845764,False
Cell7,2900,3057.445951313455,estimated,-2.2004410322139677e-05,False,7300,7400,1342.5540486865448,False
Cell7,3000,3342.331479673224,estimated,-1.964664894393975e-05,False,7300,7400,957.6685203267762,False
Cell7,3100,3157.944670554123,estimated,-2.0172144472571695e-05,False,7300,7400,1042.0553294458769,False
Cell7,3200,2861.9722588071463,estimated,-2.1396201844370787e-05,False,7300,7400,1238.0277411928537,False
Cell7,3300,3109.225225599417,estimated,-1.9182194104394054e-05,False,7300,7400,890.7747744005828,False
Cell7,3500,2682.9626052841595,estimated,-2.0654204435227674e-05,False,7300,7400,1117.0373947158405,False
Cell7,3600,2998.7792366114527,estimated,-1.810000862361651e-05,False,7300,7400,701.2207633885473,False
Cell7,3700,3381.159815546136,estimated,-1.570259413375859e-05,False,7300,7400,218.8401844538639,False
Cell7,3800,2888.6928607459176,estimated,-1.7622833667688517e-05,False,7300,7400,611.3071392540824,False
Cell7,3900,3194.884624034107,estimated,-1.5552328194549323e-05,False,7300,7400,205.11537596589278,False
Cell7,4000,2891.7652642743833,estimated,-1.6606253045502236e-05,False,7300,7400,408.2347357256167,False
Cell7,4100,2501.0399943840466,estimated,-1.8299925848148218e-05,False,7300,7400,698.9600056159534,False
Cell7,4200,2669.735285202505,estimated,-1.6607924216396596e-05,False,7300,7400,430.2647147974949,False
Cell7,4300,2387.9850127576783,estimated,-1.7832265282985393e-05,False,7300,7400,612.0149872423217,False
Cell7,4400,2569.2973504802303,estimated,-1.6048388169297452e-05,False,7300,7400,330.7026495197697,False
Cell7,4500,2377.9351650663157,estimated,-1.648985960713467e-05,False,7300,7400,422.0648349336843,False
Cell7,4600,2181.563224883398,estimated,-1.724011105379531e-05,False,7300,7400,518.4367751166019,False
Cell7,4800,2130.5691751135546,estimated,-1.6226815585330856e-05,False,7300,7400,369.4308248864454,False
Cell7,5000,1910.1630818864378,estimated,-1.633146825456091e-05,False,7300,7400,389.8369181135622,False
Cell7,5100,1945.9757733895449,estimated,-1.53392224825138e-05,False,7300,7400,254.02422661045512,False
Cell7,5200,1528.00089171743,estimated,-1.7955849150586204e-05,False,7300,7400,571.99910828257,False
Cell7,5300,1573.7830572166813,estimated,-1.6665851392817237e-05,False,7300,7400,426.2169427833187,False
Cell7,5400,1805.9664641236132,estimated,-1.3983610485415583e-05,False,7300,7400,94.03353587638685,False
Cell7,5500,1392.7144195396831,estimated,-1.651262306874899e-05,False,7300,7400,407.28558046031685,False
Cell7,5600,1685.5028110768326,estimated,-1.3170756013084935e-05,False,7300,7400,14.497188923167414,False
Cell7,5700,1418.4031405216847,estimated,-1.4638976885101311e-05,False,7300,7400,181.5968594783153,False
Cell7,5800,1437.2919241554255,estimated,-1.3540683669433199e-05,False,7300,7400,62.70807584457452,False
Cell7,5900,1560.5465116066052,estimated,-1.1741341320785166e-05,False,7300,7400,60.546511606605236,False
Cell7,6000,1140.4951991267208,estimated,-1.460235066460562e-05,False,7300,7400,159.50480087327924,False
Cell7,6100,872.688344420747,estimated,-1.6660237592238686e-05,False,7300,7400,327.31165557925306,False
Cell7,6200,905.1666219769459,estimated,-1.486562752386843e-05,False,7300,7400,194.83337802305414,False
Cell7,6300,903.9817431028732,estimated,-1.3668740985392765e-05,False,7300,7400,96.01825689712678,False
Cell7,6400,676.9041268378942,estimated,-1.5339567071400427e-05,False,7300,7400,223.09587316210582,False
Cell7,6500,796.2646493213342,estimated,-1.2138180515146786e-05,False,7300,7400,3.7353506786657817,False
Cell7,6600,649.0465612502621,estimated,-1.2988176155107169e-05,False,7300,7400,50.95343874973787,False
Cell7,6700,544.0229073343689,estimated,-1.29006637325339e-05,False,7300,7400,55.97709266563106,False
Cell7,6800,758.9337704545569,estimated,-8.840870497623034e-06,False,7300,7400,158.9337704545569,False
Cell7,6900,567.4470877220838,estimated,-1.0007445638658002e-05,False,7300,7400,67.44708772208378,False
Cell7,7000,307.01850905794345,estimated,-1.2376810179351292e-05,False,7300,7400,0.0,True
Cell7,7100,566.7610266309903,estimated,-7.253532239010377e-06,False,7300,7400,266.7610266309903,False
Cell7,7200,224.01298881573348,estimated,-1.0856931294966468e-05,False,7300,7400,24.01298881573348,False
Cell7,7300,99.12704010360721,estimated,-1.1190945751780631e-05,False,7300,7400,,
Cell7,7400,0.0,already_at_threshold,,False,7300,7400,,
Cell7,7500,0.0,already_at_threshold,,False,7300,7400,,
Cell7,7600,0.0,already_at_threshold,,False,7300,7400,,
Cell7,7700,0.0,already_at_threshold,,False,7300,7400,,
Cell7,7800,0.0,already_at_threshold,,False,7300,7400,,
Cell7,7900,0.0,already_at_threshold,,False,7300,7400,,
Cell7,8000,0.0,already_at_threshold,,False,7300,7400,,
Cell7,8100,0.0,already_at_threshold,,False,7300,7400,,
Cell8,0,,insufficient_history,,False,5800,5900,,
Cell8,100,,insufficient_history,,False,5800,5900,,
Cell8,300,,insufficient_history,,False,5800,5900,,
Cell8,400,,insufficient_history,,False,5800,5900,,
Cell8,500,2834.1667487223503,estimated,-4.015101953083358e-05,False,5800,5900,2465.8332512776497,False
Cell8,600,3410.0504894699498,estimated,-3.270223815249314e-05,False,5800,5900,1789.9495105300502,False
Cell8,700,4095.2500021003616,estimated,-2.6836023130909804e-05,False,5800,5900,1004.7499978996384,False
Cell8,800,4579.291753689079,estimated,-2.3541595154459932e-05,False,5800,5900,420.7082463109209,False
Cell8,900,4701.69088847098,estimated,-2.2462567315334988e-05,False,5800,5900,198.3091115290199,False
Cell8,1000,4640.989897826621,estimated,-2.2283295629513572e-05,False,5800,5900,159.01010217337898,False
Cell8,1100,4378.760699647548,estimated,-2.309896968514402e-05,False,5800,5900,321.2393003524521,False
Cell8,1200,4789.712799186806,estimated,-2.0736624333909844e-05,False,5800,5900,89.71279918680557,False
Cell8,1300,4770.53486201255,estimated,-2.0401816228663922e-05,False,5800,5900,170.53486201254964,False
Cell8,1400,4784.683007369101,estimated,-1.9942147069925662e-05,False,5800,5900,284.6830073691008,False
Cell8,1600,4741.387440593818,estimated,-1.9328235711354652e-05,False,5800,5900,441.3874405938177,False
Cell8,1800,4598.820155092797,estimated,-1.910321568707358e-05,False,5800,5900,498.820155092797,False
Cell8,1900,4367.635336024226,estimated,-1.9617191905936416e-05,False,5800,5900,367.6353360242256,False
Cell8,2000,4109.948776217235,estimated,-2.0309114445255147e-05,False,5800,5900,209.9487762172348,False
Cell8,2100,4011.8272109693826,estimated,-2.0324131499633177e-05,False,5800,5900,211.82721096938258,False
Cell8,2200,3769.735250062138,estimated,-2.1034651219696802e-05,False,5800,5900,69.73525006213822,False
Cell8,2300,3973.4812438154822,estimated,-1.952326054641419e-05,False,5800,5900,373.48124381548223,False
Cell8,2400,3417.9603766088576,estimated,-2.1907067847459945e-05,False,5800,5900,0.0,True
Cell8,2500,3073.1129982870298,estimated,-2.3552055208265264e-05,False,5800,5900,226.88700171297023,False
Cell8,2600,2628.8376314565803,estimated,-2.632307231523982e-05,False,5800,5900,571.1623685434197,False
Cell8,2700,2512.5450919735986,estimated,-2.6576291800476842e-05,False,5800,5900,587.4549080264014,False
Cell8,2800,2647.3835825215165,estimated,-2.4402194958713393e-05,False,5800,5900,352.6164174784835,False
Cell8,2900,2219.257162458436,estimated,-2.758504441898588e-05,False,5800,5900,680.7428375415639,False
Cell8,3000,2370.1495447005154,estimated,-2.4961925493380917e-05,False,5800,5900,429.85045529948457,False
Cell8,3100,2245.934586187356,estimated,-2.529527211701136e-05,False,5800,5900,454.0654138126438,False
Cell8,3200,2131.5307863053913,estimated,-2.5370985893429764e-05,False,5800,5900,468.4692136946087,False
Cell8,3300,2416.5079550279897,estimated,-2.168788674523984e-05,False,5800,5900,83.49204497201026,False
Cell8,3500,1926.2429674289278,estimated,-2.4499683343914833e-05,False,5800,5900,373.75703257107216,False
Cell8,3600,2098.2034763454412,estimated,-2.1809626707517425e-05,False,5800,5900,101.79652365455877,False
Cell8,3700,2215.321525661371,estimated,-1.9878244812748827e-05,False,5800,5900,15.321525661371197,False
Cell8,3800,1734.5636421226563,estimated,-2.3572352870788515e-05,False,5800,5900,265.43635787734365,False
Cell8,3900,1771.1757760219425,estimated,-2.20187634179821e-05,False,5800,5900,128.8242239780575,False
Cell8,4000,1573.0166240863055,estimated,-2.3352468144572105e-05,False,5800,5900,226.98337591369454,False
Cell8,4100,1404.8818789133002,estimated,-2.4185072475179202e-05,False,5800,5900,295.11812108669983,False
Cell8,4200,1559.8893759387993,estimated,-2.0744925543948774e-05,False,5800,5900,40.110624061200724,False
Cell8,4300,1379.8927041795778,estimated,-2.191836425021317e-05,False,5800,5900,120.10729582042222,False
Cell8,4400,1409.9589622524363,estimated,-2.0162467256842662e-05,False,5800,5900,0.0,True
Cell8,4500,1226.8524768019552,estimated,-2.1047951059682492e-05,False,5800,5900,73.14752319804484,False
Cell8,4600,1074.6630970900487,estimated,-2.2128748967973214e-05,False,5800,5900,125.33690290995128,False
Cell8,4800,976.2831085763501,estimated,-2.0492321979833796e-05,False,5800,5900,23.71689142364994,False
Cell8,5000,752.9836794934963,estimated,-2.075297342182287e-05,False,5800,5900,47.01632050650369,False
Cell8,5100,704.317665888906,estimated,-1.9690770918472122e-05,False,5800,5900,0.0,True
Cell8,5200,460.8953111176352,estimated,-2.3240808870289814e-05,False,5800,5900,139.10468888236483,False
Cell8,5300,411.5186015829595,estimated,-2.196813896214245e-05,False,5800,5900,88.48139841704051,False
Cell8,5400,412.5419199210128,estimated,-1.8643930056915134e-05,False,5800,5900,0.0,True
Cell8,5500,237.8557529098889,estimated,-2.106799094748959e-05,False,5800,5900,62.144247090111094,False
Cell8,5600,230.53183481808537,estimated,-1.6913307073286238e-05,False,5800,5900,0.0,True
Cell8,5700,104.2799136668009,estimated,-1.8968826045220597e-05,False,5800,5900,0.0,True
Cell8,5800,10.498270480889005,estimated,-1.799442371964461e-05,False,5800,5900,,
Cell8,5900,0.0,already_at_threshold,,False,5800,5900,,
Cell8,6000,0.0,already_at_threshold,,False,5800,5900,,
Cell8,6100,0.0,already_at_threshold,,False,5800,5900,,
Cell8,6200,0.0,already_at_threshold,,False,5800,5900,,
Cell8,6300,0.0,already_at_threshold,,False,5800,5900,,
Cell8,6400,0.0,already_at_threshold,,False,5800,5900,,
Cell8,6500,0.0,already_at_threshold,,False,5800,5900,,
Cell8,6600,0.0,already_at_threshold,,False,5800,5900,,
Cell8,6700,0.0,already_at_threshold,,False,5800,5900,,
Cell8,6800,0.0,already_at_threshold,,False,5800,5900,,
Cell8,6900,0.0,already_at_threshold,,False,5800,5900,,
Cell8,7000,0.0,already_at_threshold,,False,5800,5900,,
Cell8,7100,0.0,already_at_threshold,,False,5800,5900,,
Cell8,7200,0.0,already_at_threshold,,False,5800,5900,,
Cell8,7300,0.0,already_at_threshold,,False,5800,5900,,
Cell8,7400,0.0,already_at_threshold,,False,5800,5900,,
Cell8,7500,0.0,already_at_threshold,,False,5800,5900,,
Cell8,7600,0.0,already_at_threshold,,False,5800,5900,,
Cell8,7700,0.0,already_at_threshold,,False,5800,5900,,
Cell8,7800,0.0,already_at_threshold,,False,5800,5900,,
Cell8,7900,0.0,already_at_threshold,,False,5800,5900,,
Cell8,8000,0.0,already_at_threshold,,False,5800,5900,,
Cell8,8100,0.0,already_at_threshold,,False,5800,5900,,
